title,genres,year
The Three Dimensional Shadow,Folk|Solo,2008
Souvenirs,Folk|Solo|Rap-Comb|HeavyMetal,2007
Train Tracks,Love|Rap-Comb|HeavyMetal,1992
Unchain Us,Love|Rap-Comb,1997
Carry The Light,Jazz|Classic|Romance|Rap-Comb,1997
Hot Weiners  All The Way ,Classic|Rap-Comb,1997
Down_ Down_ Down,Base|Classic|Rap-Comb|HeavyMetal,1997
Call The Police,Love|Jazz|Rap-Comb,1997
Scared,Love|Jazz|Rap-Comb|HeavyMetal,1997
Don't Go,Love|Jazz|Rap-Comb,1996
She's Actin Bad,Love|Folk|Romance,1997
The Harp That Once Through Tara's Halls,Film|Solo|Bass|HeavyMetal,1997
You'll Never Know,Classic|Romance,1997
Feel It Boy  Deep Dish Danchall Remix   Feat  Janet Jackson ,Solo|HeavyMetal,2002
AuprA s De Mon Arbre,Solo,1956
Basking Under a Blacksun Dawning,Love|Folk|Base|HeavyMetal,1997
Freedom,Classic,1997
Let It Bleed,Folk,1997
Touch My Hand [Remastered],Classic,1997
Hide Away,Classic,1960
Never Gonna Be The Same,Folk|Base,1989
Beothuck,Love|Folk|Base|Classic,1997
Uu Pee AmmA ?t,Love|Base,1997
After The Laughter,Folk|Romance,1997
That Little Ole Wine Drinker Me   Original,Classic,1997
CB4  Instrumental Mix ,Classic,1997
Pop Pop,Classic|War,1997
Grateful & Thankful,Art|Musical,1997
The Minuet Of The Robots,Love|HeavyMetal,1968
Another Djemba Djemba,Solo|Western,1997
Je T'Appartiens,Base|Classic|Film|HeavyMetal,1997
Paseo ColA2n,Love|Base|Classic|HeavyMetal,2004
Shotgun Sally,Classic|Bass,1997
Rock On The Radio,Classic|HeavyMetal,1990
Awake,Solo,2006
Fat Tuesday,Classic,2003
Recordar Es Vivir,Base|Classic,1997
You do something to me,Classic,1997
Cherokee,Classic|Western,2000
Heavenly Father,Classic,1992
Try Me One More Time,Folk|Romance,1997
When You See Me,Love|Jazz|Folk|Rock,1997
Plastic People  Original Mix ,Base|Classic|HeavyMetal,1997
One Million Matches,Classic|War,1997
U Complete Me  Blues Version   Bonus Track ,Folk|Romance,2007
Viens boire un petit coup A  la maison,Love|Base|HeavyMetal,1997
Let Me Be Your Rock,Love|Jazz|Hate|Rap-Comb,1997
La Nit De Reis,Classic,2003
Stuck On Your Love,Classic,1997
Cheddar Chasin',Art|Hate|Folk,1997
Violence,Jazz|Folk,2005
Seventeen  Digitally Remastered ,Love|Classic|War,1997
Baby Face,Jazz,1997
Cut Here,Classic|HeavyMetal,2001
Carovana,Classic,1997
La Vie Par Procuration,Classic|Rap-Comb|HeavyMetal,1985
Secret,Folk,2005
Fig Leaf Rag   LP Version ,Love|Base|Classic|HeavyMetal,1994
A Night in Tunisia,Love|Base|HeavyMetal,1997
Beautiful,Love|Base|HeavyMetal,2001
Nothing But The Best,Base|Classic|Romance,1997
Come On a My House,Love|War,1997
Wing,Love|War,1996
Believe,Love|War,1997
SoA+ ando En Ti,Love,1997
Cremona  Instrumental ,Solo|Rap-Comb|HeavyMetal,1997
Loaded Gun,Love|Jazz|Rock,2004
Blues City Shake Down,Folk,2010
Why Get Up,Folk|Classic|Romance,1986
Vos No Confiaste,Base|Classic,1994
There Is A Redeemer  Your Love Broke Through Album Version ,Folk|Rock,1997
What Country Is,Folk|Solo,2009
Memories,Folk,1997
Cumpagno 'e cella,Folk,1997
Paloma Negra,Classic|Bass,1997
Kill the Poor,Classic,1980
Over The Hill,Classic,1997
Jamming,Classic|Romance|Western,1997
Future,Love|Jazz|Rap-Comb,2004
Naked Enough,Folk|Classic,1997
The Beginning,Classic,2008
Drive,HeavyMetal,1984
Can't Stop Lovin' You  Remastered Album Version ,Classic|Solo|Bass,1997
Rock Co Kane Flow,Art|Hate,2004
Running On The Rocks,Classic|Bass,1986
These Nest Five Years,Love|Rap-Comb,1997
It Came To Pass  Part II ,Western,1997
Magic Dragon Theatre,Jazz|Rock,1997
Function Of The Sun,Classic|War,2005
I Want Your Soul For Christmas,Folk,1997
Nach Ke VEkha Bhabhiyie,Classic|HeavyMetal,1997
 Everybody's Waiting For  The Man With the Bag,Classic|War,2008
Dimension,Folk,2004
Faroe Cave Song,Classic,1997
It's Going Down,Folk,1992
Cha Cha Brasilia,Classic,1997
Schmerzensschreie,Folk,2008
Gimme Legs,Folk,2010
Bush,Classic|Romance,2003
The Devil,Classic,2006
Mary In Labor,Classic|Romance,2008
Shining,Folk|Classic|Romance,1997
Number Nine  LP Version ,Solo|Rap-Comb|HeavyMetal,1979
Friend Or Foe,Love|Jazz|Folk|Rap-Comb,1982
For The First Time,Folk|Solo|HeavyMetal,1997
Can't Happen Here,Folk,1981
La  Moonman's Flashover Mix Edit ,Solo,1997
Love The Feeling   Original,Solo|Rap-Comb,1997
Pee Wee's Boogie,Jazz|Classic|Romance,1997
t k k ,HeavyMetal,1997
Caray!,Love|Folk|War,1997
La marine,Love|Rock|Solo|Rap-Comb|HeavyMetal,1997
Crescent Moon,Solo,2009
Radiance I,Solo,1994
Inherent Scars,Solo,2005
Trading Places,Love|Folk,2008
Mom's Phone,Solo,1997
I Am a Rasta Man,Classic,1997
Dub It,Classic,1997
Woman of Shiloh,Folk,1997
The Southern Soldier Boy,Solo,1991
Bon Demain,Solo|Bass|HeavyMetal,1997
Zurezko Olerkia,Folk,1997
When I Get Home,Folk,1991
He's Leading The Way,Classic|Romance,1997
It's Too Late,HeavyMetal,1966
Widow's Walk,Folk,1999
Love Of My Life,Documentary,1997
Memories,Folk,2001
It All Depends On You,Folk,1995
The Traffic Jam,Classic|Solo|HeavyMetal,2006
Beautiful When You're Green,Love|Jazz|Rap-Comb,1997
Rock Biter  Album Version ,Folk|Documentary,2008
Edge Of The Dream  Emergency Broadcast Album Version ,Love|Folk|Base|Romance,1997
Broken Hearted Side Of New Orleans,Folk,1997
Hot Spot  Terrible Love Mix ,Classic,2003
If We Loved,Classic|Western,2008
Pasa el tiempo,Classic,1997
Dial Me,Folk|Western,1997
Resistance,Love|Jazz|Rock,2008
Sing Boy Sing,Love|HeavyMetal,1997
Irreplaceable  Irreemplazable ,Folk,2007
Shadows,Folk,2004
Isn't That Just Like God  Medium Key Performance Track Without Background Vocals ,Classic|Romance,1997
Shoulda Did,Love|Jazz|Rock,1997
Vena Cava 8,Folk|Base|Classic|Romance|HeavyMetal,1993
Magic,Classic,2000
Imagination,Base|HeavyMetal,2006
Between The Worlds,Base|HeavyMetal,1975
A Night at Mahmoud's,Classic,1997
Sprung  Cibola Mix W  Rap ,Love|Folk,1997
La Romance De La Pluie,Base|Classic|HeavyMetal,2000
Spoken Words by Bishop Joseph Garlington,Folk|Classic,1997
Ya Mama  Palm Springs Demo ,Folk|Classic,1997
Veronica Sawyer  Album ,Base|HeavyMetal,1997
Faith,Solo,1997
Chanson De La Patience,Folk|Romance,1997
Et kA1 4tt wie et kA1 4tt,Classic|Musical,2007
Searching,Folk,1993
Le Dormeur du Val,Folk|Classic,1997
Sapphire,Classic,1993
Ring The Alarm,Classic,2006
Ouachita Run  Album Version ,Classic,1998
Rainbow '65  part 2    Live,Solo,1997
The Blood Covers It All  Live ,Solo,1997
Led By the Master's Hand,Solo,2006
Kenourgia Fotia,Classic|Rock|Bass|Romance,1997
Moonlight In Vermont,Folk,1997
Now U Got It,Folk|Classic,1997
I've never been so Lonely,Jazz|Rap-Comb,1997
I Love You  LP Version ,Jazz|Rap-Comb,1997
Decline Of the Western Civilization,Folk|Solo,1997
Dancing With Myself  BBC In Concert 01 01 81 ,Folk,1997
Evening,Jazz|Solo|Rap-Comb,1996
Hey!,Solo|Rap-Comb,1997
Midnight,Solo|Rap-Comb,1987
Brother,Rap-Comb|HeavyMetal,1996
Civilized Reggae,Solo,1980
What Is A Woman For?  BBC In Concert ,Solo,1997
Otra Parte De Mi  1997 Digital Remaster ,Solo,1997
Macarena,Solo,1993
Cover To Cover,Solo,1997
KesA ?ilta Saimaalla,Folk,1997
What's The Matter With The Mill,Jazz|Hate,1997
Let me fly,Love|Classic|HeavyMetal,1999
En fet man,Love|Base|Classic|HeavyMetal,1997
Now I Got A Woman,Folk,2007
Nothing's The Same,Classic,1992
Stolen Pills,Classic,2009
Outro,Classic,1997
Sloppy Love Jingle_ Pt  3  Amended Album Version ,Classic|HeavyMetal,2006
Patricia,Folk|Romance,1989
A Dustland Fairytale,Folk,1997
Through The Eyes Of Faith,Love|Classic,1997
Loves Parting,Classic,1997
Still Lost in the Forest,Love|Jazz|Rap-Comb,2000
So Many Roads,Folk|Solo,1997
We're Almost There,Musical,1975
Blame Canada   From: South Park  ,Art|Hate,2008
A Different Kind of Love,Classic|Film,1997
B Boy Stance,Base|Film,2004
Unfinished Self Portrait,Classic,1993
Lifeboat Serenade,Folk,2008
Christmas Time,Classic,1997
Song Sung Blue,Folk|Bass,1972
CAonla The Friar's Breeches,Love|Folk,1992
Party Time,Base|Solo|Bass|HeavyMetal,1989
Mean And Evil Blues,Jazz|Hate,1997
I Feel So Good,Love|Folk,1995
I Need You,Classic|Romance,1997
Navy hymn,Folk,1997
We Do It For the Money_ OBVIOUSLY!  Demo ,Classic,1997
Gettin' Better,Love|Rap-Comb|HeavyMetal,1986
You Don't Know Me,Classic|Romance,1997
Warm Spring Night,Love|Jazz|HeavyMetal,1997
The Hero Dies in This One,Classic|War,2003
Newborn Blessing  World ,Love|Rap-Comb|HeavyMetal,1997
Below The Stars,Classic|Romance,1990
Dab_dab_doo Party In The Jungle,Hate|Folk|Rock,1997
Plexis,Documentary,1997
Papito Charme,Art|Hate|Folk,1997
Sing Your Freedom,Hate|Folk,1997
All They Want,Classic|Romance|War,1997
Sparnuotoji Doze  Laukimas,Classic|Romance,1997
Around And Around,Classic|Rap-Comb,1964
NY Timbuctu,Love|Classic|Romance,1997
Loko,Love|Jazz|Folk|Rock,2000
Dance_ Dance,Classic,2008
Cry On  Acoustic Demo ,Love|Jazz,1997
Le chanteur malheureux,Jazz|Classic,1994
Bruk Out and Wine,Folk,1997
Let It Be,Folk,1997
Walkin' In,Love|Jazz|HeavyMetal,1997
Viens Danser Jeannette,Jazz|Hate|Rap-Comb,1997
No me imagino,Classic,2005
It Ain't The Meat It's The Motion  LP Version ,Classic|War,1997
Acapulco Sunrise,Classic,1997
Iki Tas Corba,Folk,1997
Guayabera,Folk|Base|HeavyMetal,2003
Packing Up,Folk|Classic,1997
Mirror  Album ,Classic|Romance,2006
Donde,Folk|Rap-Comb,1997
Must Have Been The Devil,Jazz,1990
I Go To Work,Classic,1989
Is It You?,Folk|Romance,1979
Bottle It Up And Go,Classic,1992
El Momento,HeavyMetal,2001
My Saviour Is Lord,Classic,1997
Country Day,Classic,2009
Let The Church Rise,Folk|Classic|Romance,1997
Nema Dana Ni Meseca,Romance,1997
Cantares,Folk|Base,1997
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Jazz|Folk|Base,1997
Why,Folk|Classic,1997
Helium,Solo,2004
Poison Lips,Classic|Romance|Western,2004
I Need To Talk To Hank Hank,Folk,1997
Soldats Ne Tirez Pas,Classic|HeavyMetal|War,1989
Walk With You,Base|Classic|HeavyMetal,2009
Robot Kid,Romance|Western,1997
Almendra,Classic|Solo,1997
Mikawa Miya,Base|Film|Bass|HeavyMetal,2006
Dat Dere,Hate|Musical,1997
Rue de Nantes,Folk,2006
Ren Lai Ren Wang,Classic|Romance,1997
Please Don't Lie To Me,Love|Classic|War|Western,1996
Chela,Classic,1999
I Know That Car,Classic|War,1997
Kitteldags,Solo|Rap-Comb,2001
The Story  get It On ,Base|Classic|HeavyMetal,1997
Coppershot,Love|Folk,2001
Dump,Classic|Romance,2004
Like It's Hot,Classic,1997
El Amor,Base|Classic|Bass|HeavyMetal,1979
Negocio Prohibido,Classic|Romance,1997
Dutty Wine,Folk|Classic|Romance,2006
Won Threw Ate,Folk|Classic|Romance,2010
Baby,Love|Base|HeavyMetal,1997
Why?,Love|Base|Classic,1998
Sizofrenija duet Ana Nikolic&Aca Lukas ,Love|Folk,1997
Happiness Is Loving You,Classic|Romance,1997
Bread Or Blood  Single ,Folk,1997
The Champ,Folk|Romance,1997
Hold On,Classic,1997
Rock Star  LP Version ,Classic|HeavyMetal,1997
Mediocre  Version original ,Classic,1997
Taste It,Folk|Rap-Comb,2002
You've Lost That Lovin' Feelin',Folk,1992
Einfach,Folk,1997
Towards Eternity,Folk|Classic|Romance,1998
Emit Remmus  Album Version ,HeavyMetal,1999
Moses,Love|Folk|Base|HeavyMetal,1996
Infernal Calling,Love|Folk|Base|Classic,2006
For Your Passion My Love,Love|Base|Bass|Romance|HeavyMetal,2007
ValA c rie,Folk,1997
Having You There,Art|Hate,1997
Awake IV,Folk|Romance,1997
Outro,Romance|Rap-Comb,2005
Lovers Lane Boogie,HeavyMetal,1997
Naming Ceremony,Folk|Documentary,2008
Gillum Blues,Love|Jazz|Classic|War,1997
Goodfellas,Folk,1997
Ala Kaboo  Idjut Boy's H Bar Mix ,Rock|Solo|HeavyMetal,1997
Oceans Of Love  LP Version ,Classic|HeavyMetal,1997
Jack and Benton,HeavyMetal,2008
Nivel De Mafia,Classic|War,1997
Hechizo,Classic,1997
London Bridge,Folk,1997
Strange Days   LP Version  ,Folk,1967
Safe Sex,Classic,1993
A Part Of Me,Love|Jazz|Folk|Rap-Comb,2003
Guarda Che Luna,Folk,1997
Space Station Liberty,Solo|HeavyMetal,2007
Manteca,Folk|Rap-Comb,1987
Tell Jesus [To Come To My House],Classic,1997
Zero,Folk,1992
He's Alright  Album Version ,Folk|Solo|HeavyMetal,1997
In A Distant Place  World ,Rock|Romance,1997
Wet The Club,Folk|Rock,2002
Por Arriesgarnos,Folk|Romance|Rap-Comb,2007
A Fool's Advice,Folk|Romance,1997
One Fine Day,Love|Jazz|Rock|Rap-Comb,1963
Tanzen,Jazz|Folk|Solo,1997
Prolog auf Erden,Folk|Solo,1997
Who Was I Kidding,Base|Classic,2005
Rocks Off,Folk|Romance,1972
Unbreakable,Love|Jazz|Classic|HeavyMetal,2005
SpritlAY=ten,Solo|Bass,1997
Run The Show featuring Don Omar [en Espanol],Classic|Romance,1997
Strikes 3,Classic|Bass|Romance,1997
Watermelon Man  What A Mellow Goy ,Folk|Classic|Romance,1997
Got The Bull By The Horns,Solo|HeavyMetal,1996
Words With Fat Joe,Folk|Romance,1997
Pei Chen Pin,Classic,1997
Some Lie For Love,Folk|Rock|Romance,1992
Lifewalk,Art|Hate,1997
Vaisakhi Wala Mela,Classic|Romance,1997
No Meat Blues,Folk,1997
Si Juras Regresar,Folk|Classic|Rock|Romance,1995
Don't Worry Now  Performance Track In Key Of Db Without Background Vocals ,Art|Folk|Rock,1997
LentA ?vA ? kalakukko,Love|HeavyMetal,1990
Sidney Gorgeous,Classic|Romance,1997
Summer Nite,Love|Folk,1981
If I Talk To Him,Classic,2001
Protagonist  Album Version ,Love|Classic,1997
Willie And The Pig,HeavyMetal,1971
Because He Loves Me,Folk|Romance,1997
Black and Blue,Documentary,2006
A True Friend,Classic,1997
Changed My Life,Folk|Classic,2003
Give It To 'Em,Classic,1997
Loose Talk,Love|Classic,1990
Intro Chamber The Cartridge,Folk,2006
Blank Eye Stare,Folk|Classic|Romance,2006
Laula kanssain,Classic,1977
Wei Liang,Classic,1997
I Cried All The Way To The Altar,Classic,1995
We're Skrewed  Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix ,Folk|Classic|Romance,1997
Living The Dream,Musical,2004
Hold On Baby,Classic|Romance|War,1993
Judgement Day,Solo|Bass,2008
U North,Folk,2007
Everything Your Heart Desires,Rap-Comb,1988
Valerie  LP Version ,Love,1986
Main Title   The Searchers,Classic,1997
Prelude No  2  2000 Digital Remaster ,Love|Base|Classic,1997
Lonely No More,Folk,1997
Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero    ,Folk|Classic|Romance,1997
Warning,Love|Jazz|War,2001
Shelter Your Needs,Love|Base|Classic|Solo|HeavyMetal,2005
Limelighters  feat  Camp Lo    Flunkadelic Interlude,Classic,2003
Gnosis,Base|Bass,2006
You Can't Hurry Love   LP Version ,Folk,1997
Baile Da Pesada,Folk,1997
Wildcat Days  1999 Digital Remaster ,Documentary,1994
Tulip,Base|Classic,1997
I'll Meet You In The Morning,Folk,1997
Crushed Pears,Folk,2007
Escape   LP Version ,Folk,1997
Let It Shine,Classic|War,1997
Todos mentimos,Love|HeavyMetal,1997
The World'll Be OK,Folk,2003
Over Again  Album Version ,Bass|HeavyMetal,1997
Never Fall,Folk|Base|Romance,1997
Daughters & Sons,Folk|Romance,1997
En Un Pueblito EspaA+ ol,Folk|Romance,1997
Slow Murder,Love|Jazz|Hate|Folk,1997
Summer Shudder,Folk,2006
Suk The Blood,Classic|HeavyMetal,1997
Fui Mujer,Classic|HeavyMetal,1997
Beholder of Justice  Album Version ,Documentary,2003
Explorador,Documentary,2005
Mi Suegra,Love|Base|Bass|HeavyMetal,1997
Been Fighting Devilz,Base|Classic,2009
Unleashed,Folk|Rock,2006
Welcome Into My World,Art|Hate,2006
Girls Against Boys  LP Version ,Folk|Base|Classic|HeavyMetal,1999
What is the best,Base|Classic|Bass,1997
Canyon People  World ,Folk|Classic|Romance,1997
Corner Stone,Jazz|Folk|Bass|Romance,1996
Cave It In,Folk,1997
Sally Ann,Classic|HeavyMetal,1997
Bill's Speech   A New Kind of Warrior,Classic,1997
Villagers Galloping To Battle,Folk|Classic,1997
Oooh_ Pooh,Folk,1997
AgradeASSa Ao PelA',Classic,1997
Vitrier,Classic|Romance,2005
Camelot,Classic,1997
Essaywhuman?!!,Love|Base|Classic,1997
Homegrown,Classic,2004
Albinoni's Adagio In G Minor  LP Version ,Love|HeavyMetal,1997
When I Think Of You,Folk,1986
Metanoia,Folk,1997
Stay Real,Love|Jazz|Folk|HeavyMetal,1993
So Glad,Classic,1997
Ulcer Breakout,Love|Jazz|Rock|Rap-Comb,1996
Porque Me Gusta A Morir,Folk,1993
Freaks  Album Version ,Documentary,1986
Monsieur qui s'engraisse,Folk|Classic|Romance,2002
GA c nA c rique    le gendarme et les gendarmettes,Classic|Rock,1997
Rio Grnade,Folk,1997
Atomic Beat Boy  Album Version ,Folk|Romance,1997
Two Wheels In the Ditch,Folk|Classic,1997
Rette Mich SpA ?ter  Michael Ilbert Radio Mix ,Folk|Classic|Musical,2010
Intro,Folk|Base,2006
Dime Si Me Quieres,Classic,2008
Contact 00,Folk,2003
Oso Ego Kanenas,Hate|Rock|Musical,1997
Monsters In Tinsel Town,Classic|Romance,1997
Did You Ever Go Steady,Classic,1963
Amen  Album Version ,Base|Film|HeavyMetal,1997
I'm Wanderin',Love|Folk|Romance,1958
La MA c moire Des Jours,Classic,2003
Hello,Documentary,1997
Jap,Romance|HeavyMetal,1997
Slum Goddess  Originally Performed by The Fugs ,Jazz|Romance,1997
Swing Vagabond,Folk|Romance,2006
NAPSo Adianta,Classic|Musical|Romance,2006
Le Diable,Love|Classic|Romance|War,1997
Remember Me Lover  Album Version ,Jazz|Classic,2009
Little Miss Teasin' Brown,Classic,1997
Transes Dimanche,Classic,1968
Antidote For The Underdog,Folk|Romance,2008
Hunting,Folk|Western,1992
No Answer  Outro ,Classic,2002
Not Today,Jazz|War|Western,2003
Last Goodbye,Classic,1997
Last Good Time In Town,Base|Classic|HeavyMetal,2007
Jump N Shout Featuring Slarta John  Radio Edit ,Jazz|Western,1999
Why??? featuring TECH N9NE & Twista,Western,1997
That's A Woman,Folk|Base,2003
I Want What I Want,Classic,1978
Back From The Garden  Live ,Classic|Romance|War,2001
Try,Classic|War,1997
The Space Between,Love|Jazz|Classic|War,2001
Ver de Feliz,Folk,2006
Get By  Disconnection Notice Bonus Track ,Classic|Romance,1997
Still Hurtin',Folk|Rap-Comb,1997
She's Taken A Shine,Love|Base|Classic,1997
Bach Suite No  1 In G Major  Gigue ,Classic,1997
The Rock,Folk|Classic,2003
Undertow,Folk|War,1992
Death Or Jail,Folk|Documentary,2010
Color of Seasons,Love|Base|HeavyMetal,1997
Don't Make Me Wait For Love,Love|War,1986
Cornerstone,Base|HeavyMetal,1997
Brendan McGlinchey's Reel  Splendid Isolation    Sweeney's Buttermilk  medley ,Love|Classic,1997
Skyline,Folk|Musical|Romance,1997
Missing,Folk|Classic|Romance,1997
Judy's Jaunt,Folk,1997
The Name Is   ,Folk|Romance,1995
C'est La Vie,Jazz|Hate|Rock,1989
I've Been Lonely  For So Long ,Love|Jazz,2000
Stop Whispering  US Version ,Folk,1993
Leader  Album Version ,Love|Base|HeavyMetal,2008
The Best Of Radio Roy 1  Best of 2009 ,Jazz|Classic|Rap-Comb,1997
I Heard You Cry,Base|Classic,1997
On The Road Again,Classic|Romance,1997
Another Lesson  Album Version ,Folk,1997
Please Me  24 Bit Digitally Remastered 02 ,Folk|Romance,1997
Wave,Base|Classic,1997
Your Bad Heart,Classic|Romance,1997
Und die Zeit vergeht,Folk,1997
Serus,Base|Classic|Bass|HeavyMetal,2007
Everything I Do,Classic,1997
June 26th_ 1999   Slight,Hate|Folk,1999
Take Your Fingers From My Hair   LP Version ,Love,1983
Dang Pyar DaA ,Folk,1997
Green Grows the Laurel,Classic,1997
The Doug McComb Over,Base|Classic|HeavyMetal,2010
Micael,Folk|Classic|Rock|Romance,2006
Walkin' In The Snow,Classic,1997
Praise His Name  Low Key Studio Track w o Background Vocals ,Folk|Musical,1997
Didn't You Notice,Folk|Base,1997
Soldiers Of DoomsdayA ,Love|Folk,2009
Dark Inside,Love|Folk,1997
Folly Ranking,Folk|Classic,2007
Good Day,Folk,2007
Midnight Hour,Solo,1997
Co Co My My,Classic|Rock|Solo,2002
The Man with the Dogs,Base|Classic|Western,1979
She cracked,Classic|HeavyMetal|War,1976
Apogee  ft  TechTonic ,Classic,1997
Que Vas A Hacer Conmigo,Folk|Classic|Bass|HeavyMetal,2004
The Remembrance Ballad  Album Version ,Folk|Base|Classic,2004
Santeleco,Folk|Solo|Rap-Comb,2005
Get Me To The Church On Time,Classic|Romance,1996
Washboard Swing,Classic,1997
Anyday,Classic,2000
Am I That Easy To Forget,Classic,1995
Intro,Film,1998
The Earth Will Shake,Classic,2005
Magnificent Obsession,Folk|Classic|Romance|Western,1983
Some Love Like Yours,Classic,1997
Un vestido y un amor  en vivo ,Classic|Film,1997
The Book of Disquiet,Classic,2007
Moon River,Love|Folk|Rap-Comb|HeavyMetal,1997
Gravedom,Bass|HeavyMetal,2000
Just Say Yes,Solo,2009
Commercial Reign,Love|Classic|Romance|HeavyMetal,1990
Ghetto Child,Classic,1997
Peyte Pivo Pennoe  present for A  Trofimov ,Love|HeavyMetal,1997
Dede De Montmartre,Love,1997
Amie,Love|Folk|Classic,1997
Freak Out,Love|Rap-Comb|HeavyMetal,1997
Cover For Me,Love|Base,1997
Tonight It's Just Me,Jazz|Documentary|IMAX,1997
Paid Vacation,Jazz|Rock|Rap-Comb,1980
Dancing Shoes,Folk|Romance,2004
No Me Llores MA!s,Love|Classic,1994
Photographs,Classic,1999
Don't Let Go,Base|Classic|HeavyMetal,1997
Bad Boy Willie,Folk|Classic|Romance,1997
Just A Pair Of Blue Eyes,Folk,1997
Morgane regarde le ciel,Documentary|IMAX,1997
The Healer,Art|Classic|Rap-Comb|IMAX,2006
Gin House Blues,Documentary|IMAX,2007
Intro,Documentary|IMAX,1997
Duo Liu Yi Hui,Folk|Rock,1997
Borgia Liquor,Classic|War,1997
En silence,Folk|Classic|Romance,1997
Yo Te Camelo,Classic,1997
Do Ya Thing  Remix   Explicit Album Version ,Love|Base|Classic,2006
I Am Going  Album Version ,Jazz|Folk|Rock,1997
Ai De Ka Luo Li,Classic,1997
CanciA3n del Arco Iris,Folk|Romance,1997
Belina,Classic|War,1997
Y'all Can't Never Hurt Us  Clean Version ,Folk|Classic|Musical,2001
Bishop Hopping,Classic|War,2002
Kids Now,Folk,2006
Lust  1995 Digital Remaster ,Jazz|Hate|Folk,1997
Galopar,Folk|Classic,1997
The Jumping Master,Solo|Rap-Comb,1981
Morpha Too [Alternate Mix],Classic,1997
Night of the Hunter  Static Revenger Remix ,Folk,2009
